date,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,wind_direction_10m_dominant,location_id
2026-01-17,0.8916666507720947,0.0,13.414529800415039,170.5913543701172,41
2026-01-18,0.027083322405815125,0.20000000298023224,8.553314208984375,147.32177734375,41
2026-01-19,0.5562499761581421,0.10000000149011612,6.842367649078369,88.97698974609375,41
2026-01-20,-0.6791667342185974,0.0,10.228372573852539,56.58222961425781,41
2026-01-13,-1.842750072479248,0.4000000059604645,17.639999389648438,111.85845184326172,54
2026-01-14,0.934333324432373,12.0,25.559999465942383,151.00921630859375,54
2026-01-15,0.8445208668708801,0.0,16.743871688842773,216.22373962402344,54
2026-01-16,1.8583334684371948,0.800000011920929,17.020235061645508,169.42205810546875,54
2026-01-17,0.8812499046325684,0.0,14.233664512634277,168.9148712158203,54
2026-01-18,-0.21250002086162567,0.0,9.826087951660156,146.93418884277344,54
2026-01-19,0.49583330750465393,0.0,8.390780448913574,83.08885955810547,54
2026-01-20,-1.1645833253860474,0.0,11.362833976745605,52.249515533447266,54
2026-01-13,-3.1382503509521484,2.5999996662139893,15.480000495910645,108.12742614746094,20
2026-01-14,0.13883332908153534,14.400002479553223,19.799999237060547,145.0596160888672,20
2026-01-15,-0.01971873827278614,1.4000000953674316,14.133152961730957,184.43930053710938,20
2026-01-16,1.40625,0.8000000715255737,14.941084861755371,153.6430206298828,20
2026-01-17,0.5999999642372131,0.5,11.213581085205078,163.28330993652344,20
2026-01-18,-0.637499988079071,0.4000000059604645,4.33497428894043,151.0964813232422,20
2026-01-19,-1.46875,0.0,8.4619140625,64.14173126220703,20
2026-01-20,-1.193750023841858,0.0,9.901636123657227,75.35672760009766,20
2026-01-13,-1.522666573524475,0.4000000059604645,20.15999984741211,112.2509536743164,80
2026-01-14,1.035666584968567,11.600000381469727,29.15999984741211,150.80569458007812,80
2026-01-15,1.033656358718872,0.0,16.57564353942871,217.1110076904297,80
2026-01-16,1.9166663885116577,0.7000000476837158,16.645864486694336,167.76025390625,80
2026-01-17,0.9375,0.0,13.55150032043457,165.5662078857422,80
2026-01-18,-0.0937499925494194,0.20000000298023224,10.004178047180176,138.13572692871094,80
2026-01-19,0.5833333134651184,0.10000000149011612,7.729526996612549,87.15489959716797,80
