date,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,wind_direction_10m_dominant,location_id
2026-01-17,0.893750011920929,0.0,14.205182075500488,171.58163452148438,48
2026-01-18,0.035416651517152786,0.0,8.027676582336426,147.2781524658203,48
2026-01-19,0.5229166746139526,0.0,5.8769378662109375,94.47606658935547,48
2026-01-20,-0.7062499523162842,0.0,10.30411434173584,55.115325927734375,48
2026-01-13,-2.252500295639038,3.499999761581421,21.959999084472656,135.24905395507812,87
2026-01-14,1.1891666650772095,13.599998474121094,24.119998931884766,173.4794921875,87
2026-01-15,1.1483333110809326,0.7000000476837158,19.98324203491211,195.64381408691406,87
2026-01-16,1.5708333253860474,0.0,18.76235580444336,155.9166259765625,87
2026-01-17,0.48125001788139343,0.0,12.181624412536621,141.67239379882812,87
2026-01-18,-0.21666668355464935,0.0,11.953409194946289,121.59736633300781,87
2026-01-19,0.10000000149011612,0.0,9.208191871643066,86.41708374023438,87
2026-01-20,-0.612500011920929,0.0,14.178927421569824,56.35844802856445,87
2026-01-13,1.0679999589920044,3.299999713897705,20.51999855041504,148.0823974609375,92
2026-01-14,3.318000555038452,14.600000381469727,24.119998931884766,227.1477508544922,92
2026-01-15,2.6391353607177734,1.2250001430511475,21.239999771118164,168.23487854003906,92
2026-01-16,3.5729167461395264,0.10000000149011612,27.64802360534668,140.5766143798828,92
2026-01-17,1.8208330869674683,0.0,21.573734283447266,119.8471450805664,92
2026-01-18,1.8208335638046265,0.0,18.040454864501953,104.94525146484375,92
2026-01-19,1.6104167699813843,0.0,13.752047538757324,109.13633728027344,92
2026-01-20,2.022916555404663,0.0,16.41556739807129,84.3505859375,92
2026-01-13,-0.9535834193229675,0.30000001192092896,20.51999855041504,113.94930267333984,67
2026-01-14,1.3630833625793457,13.0,29.51999855041504,151.99331665039062,67
2026-01-15,1.4813958406448364,0.0,18.0,222.55979919433594,67
2026-01-16,1.9812499284744263,0.20000000298023224,17.758073806762695,171.32821655273438,67
2026-01-17,0.8916666507720947,0.0,13.414529800415039,170.5913543701172,67
2026-01-18,0.027083322405815125,0.20000000298023224,8.553314208984375,147.32177734375,67
2026-01-19,0.5562499761581421,0.10000000149011612,6.842367649078369,88.97698974609375,67
2026-01-20,-0.6791667342185974,0.0,10.228372573852539,56.58222961425781,67
2026-01-13,-2.6750831604003906,0.4000000059604645,16.919998168945312,106.63924407958984,2
2026-01-14,1.0165833234786987,12.40000057220459,30.96000099182129,148.3179473876953,2
2026-01-15,0.8093540668487549,0.0,18.806337356567383,214.08140563964844,2
2026-01-16,1.6208332777023315,1.5000001192092896,19.59355926513672,173.80931091308594,2
2026-01-17,0.9458333849906921,0.0,18.356470108032227,177.71420288085938,2
2026-01-18,-0.4874999523162842,0.0,12.324414253234863,173.64877319335938,2
2026-01-19,0.0625,0.0,7.742092609405518,70.67240905761719,2
2026-01-20,-1.4229167699813843,0.0,9.224011421203613,62.56654357910156,2
2026-01-13,-1.093916893005371,1.4000000953674316,20.51999855041504,139.25721740722656,8
2026-01-14,1.129000186920166,23.600000381469727,28.440000534057617,159.2798614501953,8
2026-01-15,1.0371979475021362,0.0,16.388898849487305,216.52200317382812,8
2026-01-16,2.152083158493042,0.9000000953674316,18.486621856689453,172.41067504882812,8
2026-01-17,0.7479167580604553,0.0,17.214248657226562,174.67808532714844,8
2026-01-18,-0.037500012665987015,0.0,7.5170207023620605,140.69644165039062,8
2026-01-19,0.6041666865348816,0.0,6.361414909362793,95.98049926757812,8
2026-01-20,-0.7520833015441895,0.0,10.383987426757812,47.71364212036133,8
2026-01-13,-0.3380001485347748,3.1999995708465576,23.399999618530273,129.4554901123047,47
2026-01-14,2.7203333377838135,10.600000381469727,25.919998168945312,196.6066436767578,47
2026-01-15,2.2144582271575928,2.7249996662139893,25.559999465942383,166.7367401123047,47
2026-01-16,2.7520835399627686,0.6000000238418579,21.848323822021484,144.91366577148438,47
2026-01-17,1.4895834922790527,0.0,15.528063774108887,128.4048309326172,47
2026-01-18,0.550000011920929,0.0,10.274200439453125,93.27176666259766,47
2026-01-19,0.2874999940395355,0.0,9.957108497619629,90.82560729980469,47
2026-01-20,0.34166669845581055,0.0,13.501199722290039,82.68075561523438,47
2026-01-13,-2.8325836658477783,0.30000001192092896,17.280000686645508,99.35782623291016,82
2026-01-14,0.6153333187103271,12.59999942779541,30.96000099182129,145.7825469970703,82
2026-01-15,0.6072188019752502,0.0,18.806337356567383,216.54544067382812,82
2026-01-16,1.6208332777023315,1.5000001192092896,19.59355926513672,173.80931091308594,82
2026-01-17,0.9458333849906921,0.0,18.356470108032227,177.71420288085938,82
2026-01-18,-0.4874999523162842,0.0,12.324414253234863,173.64877319335938,82
2026-01-19,0.0625,0.0,7.742092609405518,70.67240905761719,82
2026-01-20,-1.4229167699813843,0.0,9.224011421203613,62.56654357910156,82
2026-01-13,0.28099992871284485,2.3999998569488525,23.03999900817871,127.51616668701172,70
2026-01-14,2.6205832958221436,16.200000762939453,25.559999465942383,201.58872985839844,70
2026-01-15,2.00488543510437,2.0250000953674316,20.51999855041504,150.70945739746094,70
2026-01-16,3.0687501430511475,0.0,25.790925979614258,125.69763946533203,70
2026-01-17,1.5312501192092896,0.0,17.202011108398438,112.47411346435547,70
2026-01-18,1.4458333253860474,0.0,15.536408424377441,95.78884887695312,70
2026-01-19,1.2979166507720947,0.0,13.021105766296387,92.66290283203125,70
2026-01-20,0.7854166626930237,0.0,14.275712966918945,88.0698471069336,70
2026-01-13,-0.26224997639656067,1.5,29.51999855041504,136.26260375976562,86
2026-01-14,1.4585833549499512,19.700000762939453,33.839996337890625,160.52430725097656,86
2026-01-15,0.2305312603712082,0.0,22.862125396728516,195.93246459960938,86
2026-01-16,2.4437501430511475,2.299999952316284,22.885498046875,171.95236206054688,86
2026-01-17,1.4312500953674316,0.0,21.1298828125,171.08694458007812,86
2026-01-18,0.5416666865348816,0.30000001192092896,9.54679012298584,160.21987915039062,86
2026-01-19,0.6395833492279053,0.0,9.54679012298584,99.01703643798828,86
2026-01-20,-0.39791664481163025,0.0,12.399112701416016,45.98366165161133,86
2026-01-13,-1.4250836372375488,0.6000000238418579,25.19999885559082,109.63277435302734,4
2026-01-14,0.9290833473205566,11.199999809265137,30.599998474121094,151.07424926757812,4
2026-01-15,0.8853958249092102,0.0,21.432096481323242,208.2493133544922,4
2026-01-16,1.8812503814697266,0.9000000357627869,22.781200408935547,166.86203002929688,4
2026-01-17,1.0708333253860474,0.0,18.204042434692383,163.0396270751953,4
2026-01-18,0.15208332240581512,0.5,12.638511657714844,139.88706970214844,4
2026-01-19,0.6229166984558105,0.7000000476837158,8.149847030639648,96.2573471069336,4
2026-01-20,-0.7208333015441895,0.0,12.70881462097168,53.62229919433594,4
2026-01-13,-3.6545000076293945,3.3000001907348633,17.280000686645508,103.60343170166016,21
2026-01-14,-0.05450000241398811,17.700000762939453,21.599998474121094,132.05775451660156,21
2026-01-15,0.04861460253596306,1.399999976158142,12.959999084472656,199.97940063476562,21
2026-01-16,1.1458332538604736,0.30000001192092896,13.60876178741455,149.87490844726562,21
2026-01-17,0.34999993443489075,0.0,10.934165954589844,150.84805297851562,21
2026-01-18,-1.2187501192092896,0.0,6.49248743057251,133.64186096191406,21
2026-01-19,-1.191666841506958,0.0,9.109137535095215,60.61350631713867,21
2026-01-20,-1.3604165315628052,0.0,10.626099586486816,73.01032257080078,21
2026-01-13,-1.6580833196640015,3.700000047683716,12.959999084472656,119.11715698242188,101
2026-01-14,1.0731669664382935,4.500000476837158,18.0,184.08419799804688,101
2026-01-15,1.1826146841049194,1.1500000953674316,18.726789474487305,178.9159698486328,101
2026-01-16,2.5520832538604736,0.20000000298023224,18.162168502807617,160.85519409179688,101
2026-01-17,1.0625,0.0,13.084402084350586,144.30908203125,101
2026-01-18,-0.2645833194255829,0.0,9.423820495605469,87.55038452148438,101
2026-01-19,-0.17499999701976776,0.0,10.538843154907227,84.25704956054688,101
2026-01-20,-0.4416666328907013,0.0,11.770402908325195,69.1841812133789,101
